!! Predictions spanning range 2319 - 143231 [R1]
# EVM prediction: Mode:STANDARD S-ratio: 10000.00 2319-3353 orient(+) score(4140.00) noncoding_equivalent(0.41) raw_noncoding(0.00) offset(0.00) 
2319	3353	single+	1	3	{Augustus_model.g2271.t1;Augustus},{GlimmerHMM_glimmerT_2753-T1;GlimmerHMM}
119114	119059	INTRON			{Augustus_model.g2307.t1;Augustus},{GeneMark_model.2976_t;GeneMark},{GlimmerHMM_glimmerT_2788-T1;GlimmerHMM}
119486	119115	initial-	4	6	{Augustus_model.g2307.t1;Augustus},{GeneMark_model.2976_t;GeneMark},{GlimmerHMM_glimmerT_2788-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 5.41 120507-127037 orient(+) score(22853.00) noncoding_equivalent(4221.63) raw_noncoding(4800.00) offset(578.37) 
120507	123272	initial+	1	3	{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM}
123273	123341	INTRON			{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
123342	123850	internal+	1	2	{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
123851	123910	INTRON			{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
123911	124060	internal+	3	2	{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
124061	124123	INTRON			{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
124124	124210	internal+	3	2	{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
124211	124268	INTRON			{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
124269	124378	internal+	3	1	{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
124379	124439	INTRON			{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
124440	124593	internal+	2	2	{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
124594	124653	INTRON			{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
124654	124824	internal+	3	2	{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
124825	124885	INTRON			{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
124886	125596	internal+	3	2	{Augustus_model.g2308.t1;Augustus},{GeneMark_model.2977_t;GeneMark}
125597	125658	INTRON			{Augustus_model.g2308.t1;Augustus},{GeneMark_model.2977_t;GeneMark}
125659	125779	internal+	3	3	{Augustus_model.g2308.t1;Augustus},{GeneMark_model.2977_t;GeneMark}
125780	125840	INTRON			{Augustus_model.g2308.t1;Augustus},{GeneMark_model.2977_t;GeneMark}
125841	126926	internal+	1	3	{Augustus_model.g2308.t1;Augustus},{GeneMark_model.2977_t;GeneMark}
126927	126989	INTRON			{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}
126990	127037	terminal+	1	3	{Augustus_model.g2308.t1;Augustus},{GlimmerHMM_glimmerT_2789-T1;GlimmerHMM},{GeneMark_model.2977_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 5.39 127134-128509 orient(-) score(4881.00) noncoding_equivalent(906.34) raw_noncoding(1061.00) offset(154.66) 
128103	127134	terminal-	6	6	{GlimmerHMM_glimmerT_2790-T1;GlimmerHMM}
128166	128104	INTRON			{GeneMark_model.2978_t;GeneMark},{GlimmerHMM_glimmerT_2790-T1;GlimmerHMM},{Augustus_model.g2309.t1;Augustus}
128326	128167	internal-	5	5	{GeneMark_model.2978_t;GeneMark},{GlimmerHMM_glimmerT_2790-T1;GlimmerHMM},{Augustus_model.g2309.t1;Augustus}
128409	128327	INTRON			{GeneMark_model.2978_t;GeneMark},{GlimmerHMM_glimmerT_2790-T1;GlimmerHMM},{Augustus_model.g2309.t1;Augustus}
128509	128410	initial-	4	4	{GeneMark_model.2978_t;GeneMark},{GlimmerHMM_glimmerT_2790-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 9.91 128816-130560 orient(-) score(13928.00) noncoding_equivalent(1405.11) raw_noncoding(1497.11) offset(92.00) 
129155	128816	terminal-	6	6	{GeneMark_model.2979_t;GeneMark},{GlimmerHMM_glimmerT_2791-T1;GlimmerHMM}
129273	129156	INTRON			{GeneMark_model.2979_t;GeneMark},{GlimmerHMM_glimmerT_2791-T1;GlimmerHMM},{Augustus_model.g2309.t1;Augustus},{ev_type:exonerate/ID=match.2566964.2583/Target=lcl|BJWK01000005_1_prot_GEM08371_1_2388;exonerate},{ev_type:exonerate/ID=match.2566964.2577/Target=lcl|PJQD01000035_1_prot_POY73676_1_3247;exonerate},{ev_type:exonerate/ID=match.2566964.2580/Target=lcl|LCTV02000005_1_prot_PRQ75125_1_5779;exonerate},{ev_type:exonerate/ID=match.2566964.2584/Target=lcl|NW_017264929_1_prot_XP_018273569_1_1080;exonerate}
129964	129274	internal-	5	5	{GeneMark_model.2979_t;GeneMark},{GlimmerHMM_glimmerT_2791-T1;GlimmerHMM},{Augustus_model.g2309.t1;Augustus},{ev_type:exonerate/ID=match.2566964.2583/Target=lcl|BJWK01000005_1_prot_GEM08371_1_2388;exonerate},{ev_type:exonerate/ID=match.2566964.2577/Target=lcl|PJQD01000035_1_prot_POY73676_1_3247;exonerate},{ev_type:exonerate/ID=match.2566964.2580/Target=lcl|LCTV02000005_1_prot_PRQ75125_1_5779;exonerate},{ev_type:exonerate/ID=match.2566964.2584/Target=lcl|NW_017264929_1_prot_XP_018273569_1_1080;exonerate}
130022	129965	INTRON			{GeneMark_model.2979_t;GeneMark},{GlimmerHMM_glimmerT_2791-T1;GlimmerHMM},{Augustus_model.g2309.t1;Augustus},{ev_type:exonerate/ID=match.2566964.2563/Target=lcl|KQ954464_1_prot_KWU47567_1_293;exonerate},{ev_type:exonerate/ID=match.2566964.2583/Target=lcl|BJWK01000005_1_prot_GEM08371_1_2388;exonerate},{ev_type:exonerate/ID=match.2566964.2577/Target=lcl|PJQD01000035_1_prot_POY73676_1_3247;exonerate},{ev_type:exonerate/ID=match.2566964.2580/Target=lcl|LCTV02000005_1_prot_PRQ75125_1_5779;exonerate},{ev_type:exonerate/ID=match.2566964.2584/Target=lcl|NW_017264929_1_prot_XP_018273569_1_1080;exonerate}
130560	130023	initial-	4	4	{GeneMark_model.2979_t;GeneMark},{GlimmerHMM_glimmerT_2791-T1;GlimmerHMM},{Augustus_model.g2309.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 3.54 130827-132200 orient(-) score(6756.00) noncoding_equivalent(1906.57) raw_noncoding(2781.00) offset(874.43) 
131580	130827	terminal-	6	6	{GlimmerHMM_glimmerT_2792-T1;GlimmerHMM},{snap_scaffold_6-snap.354-T1;snap},{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark}
131640	131581	INTRON			{GlimmerHMM_glimmerT_2792-T1;GlimmerHMM},{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2687/Target=lcl|KQ954464_1_prot_KWU47568_1_294;exonerate}
131705	131641	internal-	4	5	{GlimmerHMM_glimmerT_2792-T1;GlimmerHMM},{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2687/Target=lcl|KQ954464_1_prot_KWU47568_1_294;exonerate}
131770	131706	INTRON			{GlimmerHMM_glimmerT_2792-T1;GlimmerHMM},{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2687/Target=lcl|KQ954464_1_prot_KWU47568_1_294;exonerate}
131855	131771	internal-	6	6	{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2687/Target=lcl|KQ954464_1_prot_KWU47568_1_294;exonerate}
131926	131856	INTRON			{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2687/Target=lcl|KQ954464_1_prot_KWU47568_1_294;exonerate}
132004	131927	internal-	6	5	{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2687/Target=lcl|KQ954464_1_prot_KWU47568_1_294;exonerate}
132076	132005	INTRON			{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2687/Target=lcl|KQ954464_1_prot_KWU47568_1_294;exonerate}
132102	132077	internal-	4	5	{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2687/Target=lcl|KQ954464_1_prot_KWU47568_1_294;exonerate}
132173	132103	INTRON			{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark},{ev_type:exonerate/ID=match.2566964.2687/Target=lcl|KQ954464_1_prot_KWU47568_1_294;exonerate}
132200	132174	initial-	4	6	{GlimmerHMM_glimmerT_2792-T1;GlimmerHMM},{HiQ_model.g2310.t1;HiQ},{GeneMark_model.2980_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 1.90 132688-135123 orient(-) score(7206.00) noncoding_equivalent(3792.83) raw_noncoding(5085.00) offset(1292.17) 
132924	132688	terminal-	4	6	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{snap_scaffold_6-snap.355-T1;snap},{Augustus_model.g2311.t1;Augustus}
133028	132925	INTRON			{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133093	133029	internal-	5	6	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133152	133094	INTRON			{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133164	133153	internal-	5	4	{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133248	133165	INTRON			{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133280	133249	internal-	6	4	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133346	133281	INTRON			{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133405	133347	internal-	4	5	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133466	133406	INTRON			{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133686	133467	internal-	6	6	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133744	133687	INTRON			{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133758	133745	internal-	4	5	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
133825	133759	INTRON			{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
134042	133826	internal-	6	6	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
134126	134043	INTRON			{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
134160	134127	internal-	5	5	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
134221	134161	INTRON			{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
134347	134222	internal-	5	4	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
134430	134348	INTRON			{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
134683	134431	internal-	4	4	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{Augustus_model.g2311.t1;Augustus}
134876	134684	INTRON			{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{Augustus_model.g2311.t1;Augustus}
134955	134877	internal-	6	6	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
135019	134956	INTRON			{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}
135123	135020	initial-	4	5	{GlimmerHMM_glimmerT_2793-T1;GlimmerHMM},{GeneMark_model.2981_t;GeneMark},{Augustus_model.g2311.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 4.55 135411-136045 orient(+) score(2263.00) noncoding_equivalent(497.80) raw_noncoding(616.06) offset(118.25) 
135411	135570	initial+	1	1	{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus},{GlimmerHMM_glimmerT_2794-T1;GlimmerHMM}
135571	135683	INTRON			{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus},{GlimmerHMM_glimmerT_2794-T1;GlimmerHMM}
135684	136045	terminal+	2	3	{GlimmerHMM_glimmerT_2794-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 1.68 136528-137502 orient(+) score(2637.00) noncoding_equivalent(1569.45) raw_noncoding(2193.00) offset(623.55) 
136528	136720	initial+	1	1	{GlimmerHMM_glimmerT_2795-T1;GlimmerHMM}
136721	136805	INTRON			{GlimmerHMM_glimmerT_2795-T1;GlimmerHMM},{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus}
136806	136863	internal+	2	2	{GlimmerHMM_glimmerT_2795-T1;GlimmerHMM},{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus}
136864	136924	INTRON			{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus}
136925	136972	internal+	3	2	{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus}
136973	137088	INTRON			{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus}
137089	137164	internal+	3	3	{GlimmerHMM_glimmerT_2795-T1;GlimmerHMM},{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus}
137165	137227	INTRON			{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus}
137228	137313	internal+	1	2	{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus}
137314	137387	INTRON			{GlimmerHMM_glimmerT_2795-T1;GlimmerHMM},{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus}
137388	137502	terminal+	3	3	{GlimmerHMM_glimmerT_2795-T1;GlimmerHMM},{GeneMark_model.2982_t;GeneMark},{Augustus_model.g2312.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.12 137620-139650 orient(-) score(5907.00) noncoding_equivalent(2782.34) raw_noncoding(3216.00) offset(433.66) 
138261	137620	terminal-	4	6	{GlimmerHMM_glimmerT_2796-T1;GlimmerHMM},{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}
138363	138262	INTRON			{GlimmerHMM_glimmerT_2796-T1;GlimmerHMM},{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}
138441	138364	internal-	4	6	{GlimmerHMM_glimmerT_2796-T1;GlimmerHMM},{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}
138502	138442	INTRON			{GlimmerHMM_glimmerT_2796-T1;GlimmerHMM},{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}
138696	138503	internal-	5	6	{GlimmerHMM_glimmerT_2796-T1;GlimmerHMM},{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}
138756	138697	INTRON			{GlimmerHMM_glimmerT_2796-T1;GlimmerHMM},{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}
139242	138757	internal-	5	4	{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}
139305	139243	INTRON			{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}
139378	139306	internal-	4	4	{GlimmerHMM_glimmerT_2796-T1;GlimmerHMM},{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}
139446	139379	INTRON			{GlimmerHMM_glimmerT_2796-T1;GlimmerHMM},{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}
139650	139447	initial-	4	6	{GlimmerHMM_glimmerT_2796-T1;GlimmerHMM},{GeneMark_model.2983_t;GeneMark},{Augustus_model.g2313.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.87 139845-140327 orient(+) score(1433.00) noncoding_equivalent(499.02) raw_noncoding(499.02) offset(0.00) 
139845	140327	single+	1	3	{GeneMark_model.2984_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 8.92 141742-143231 orient(+) score(7703.00) noncoding_equivalent(864.03) raw_noncoding(1447.06) offset(583.03) 
141742	141752	initial+	1	2	{GeneMark_model.2985_t;GeneMark}
141753	141813	INTRON			{GeneMark_model.2985_t;GeneMark},{Augustus_model.g2314.t1;Augustus}
141814	141863	internal+	3	1	{Augustus_model.g2314.t1;Augustus}
141864	142018	INTRON			{Augustus_model.g2314.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1628/Target=lcl|BJWK01000005_1_prot_GEM08366_1_2383;exonerate},{ev_type:exonerate/ID=match.2566964.1626/Target=lcl|LCTV02000005_1_prot_PRQ75131_1_5785;exonerate}
142019	142293	internal+	2	3	{GlimmerHMM_glimmerT_2797-T1;GlimmerHMM},{GeneMark_model.2985_t;GeneMark},{Augustus_model.g2314.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1628/Target=lcl|BJWK01000005_1_prot_GEM08366_1_2383;exonerate},{ev_type:exonerate/ID=match.2566964.1626/Target=lcl|LCTV02000005_1_prot_PRQ75131_1_5785;exonerate}
142294	142358	INTRON			{GlimmerHMM_glimmerT_2797-T1;GlimmerHMM},{GeneMark_model.2985_t;GeneMark},{Augustus_model.g2314.t1;Augustus},{ev_type:exonerate/ID=match.2566964.1628/Target=lcl|BJWK01000005_1_prot_GEM08366_1_2383;exonerate},{ev_type:exonerate/ID=match.2566964.1626/Target=lcl|LCTV02000005_1_prot_PRQ75131_1_5785;exonerate}
142359	143231	terminal+	1	3	{snap_scaffold_6-snap.357-T1;snap},{GlimmerHMM_glimmerT_2797-T1;GlimmerHMM},{GeneMark_model.2985_t;GeneMark},{Augustus_model.g2314.t1;Augustus}

